areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,hospitalCases,newCasesBySpecimenDate
E92000001,England,nation,05/05/2020,36887,11754,3134
E92000001,England,nation,04/05/2020,36350,12020,2840
E92000001,England,nation,03/05/2020,35788,12119,2631
E92000001,England,nation,02/05/2020,35232,12314,2742
E92000001,England,nation,01/05/2020,34642,12623,4085
E92000001,England,nation,30/04/2020,33981,12922,4304
E92000001,England,nation,29/04/2020,33321,13224,4725
E92000001,England,nation,28/04/2020,32622,13565,4107
E92000001,England,nation,27/04/2020,31921,14255,4027
E92000001,England,nation,26/04/2020,31197,14174,3134
E92000001,England,nation,25/04/2020,30434,14202,3367
E92000001,England,nation,24/04/2020,29663,14642,4346
E92000001,England,nation,23/04/2020,28789,15402,4558
E92000001,England,nation,22/04/2020,27896,16018,4793
E92000001,England,nation,21/04/2020,26957,16517,3974
E92000001,England,nation,20/04/2020,26041,16654,3674
E92000001,England,nation,19/04/2020,25049,16928,3472
E92000001,England,nation,18/04/2020,24082,16850,4106
E92000001,England,nation,17/04/2020,23052,16728,4063
E92000001,England,nation,16/04/2020,21945,17783,4345
E92000001,England,nation,15/04/2020,20798,17934,4216
E92000001,England,nation,14/04/2020,19698,18552,3537
E92000001,England,nation,13/04/2020,18618,18621,3430
E92000001,England,nation,12/04/2020,17542,18974,2936
E92000001,England,nation,11/04/2020,16334,18604,3057
E92000001,England,nation,10/04/2020,15131,18669,3580
E92000001,England,nation,09/04/2020,13968,18423,4058
E92000001,England,nation,08/04/2020,12791,18152,4286
E92000001,England,nation,07/04/2020,11505,17814,4564
E92000001,England,nation,06/04/2020,10360,17154,4365
E92000001,England,nation,05/04/2020,9335,16657,3073
E92000001,England,nation,04/04/2020,8272,15469,3378
E92000001,England,nation,03/04/2020,7249,13635,4079
E92000001,England,nation,02/04/2020,6322,12135,4063
E92000001,England,nation,01/04/2020,5430,12059,4117
E92000001,England,nation,31/03/2020,4604,11154,3785
E92000001,England,nation,30/03/2020,3863,9852,3513
E92000001,England,nation,29/03/2020,3232,8424,2437
E92000001,England,nation,28/03/2020,2701,7269,2367
E92000001,England,nation,27/03/2020,2252,6462,2651
E92000001,England,nation,26/03/2020,1836,5226,2607
E92000001,England,nation,25/03/2020,1466,4402,2254
E92000001,England,nation,24/03/2020,1167,3598,2023
E92000001,England,nation,23/03/2020,930,3183,2012
E92000001,England,nation,22/03/2020,742,2670,1206
E92000001,England,nation,21/03/2020,570,2152,1029
E92000001,England,nation,20/03/2020,444,1580,1083
E92000001,England,nation,19/03/2020,335,,927
E92000001,England,nation,18/03/2020,264,,908
E92000001,England,nation,17/03/2020,198,,680
E92000001,England,nation,16/03/2020,144,,543
E92000001,England,nation,15/03/2020,100,,396
E92000001,England,nation,14/03/2020,72,,315
E92000001,England,nation,13/03/2020,53,,392
E92000001,England,nation,12/03/2020,37,,415
E92000001,England,nation,11/03/2020,26,,352
E92000001,England,nation,10/03/2020,19,,228
E92000001,England,nation,09/03/2020,16,,125
E92000001,England,nation,08/03/2020,11,,50
E92000001,England,nation,07/03/2020,9,,55
E92000001,England,nation,06/03/2020,9,,73
E92000001,England,nation,05/03/2020,7,,46
E92000001,England,nation,04/03/2020,5,,49
E92000001,England,nation,03/03/2020,4,,54
E92000001,England,nation,02/03/2020,4,,38
E92000001,England,nation,01/03/2020,3,,20
E92000001,England,nation,29/02/2020,3,,5
E92000001,England,nation,28/02/2020,3,,11
E92000001,England,nation,27/02/2020,3,,7
E92000001,England,nation,26/02/2020,3,,4
E92000001,England,nation,25/02/2020,3,,5
E92000001,England,nation,24/02/2020,3,,2
E92000001,England,nation,23/02/2020,3,,1
E92000001,England,nation,22/02/2020,3,,0
E92000001,England,nation,21/02/2020,2,,1
E92000001,England,nation,20/02/2020,2,,0
E92000001,England,nation,19/02/2020,2,,0
E92000001,England,nation,18/02/2020,2,,0
E92000001,England,nation,17/02/2020,2,,0
E92000001,England,nation,16/02/2020,2,,0
E92000001,England,nation,15/02/2020,2,,0
E92000001,England,nation,14/02/2020,2,,0
E92000001,England,nation,13/02/2020,2,,0
E92000001,England,nation,12/02/2020,2,,0
E92000001,England,nation,11/02/2020,2,,1
E92000001,England,nation,10/02/2020,2,,0
E92000001,England,nation,09/02/2020,2,,1
E92000001,England,nation,08/02/2020,2,,4
E92000001,England,nation,07/02/2020,2,,0
E92000001,England,nation,06/02/2020,2,,0
E92000001,England,nation,05/02/2020,2,,1
E92000001,England,nation,04/02/2020,2,,0
E92000001,England,nation,03/02/2020,2,,0
E92000001,England,nation,02/02/2020,2,,0
E92000001,England,nation,01/02/2020,1,,0
E92000001,England,nation,31/01/2020,1,,0
E92000001,England,nation,30/01/2020,1,,2
